Tag,TS,Value
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:54.124 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:54.124 +08:00,4.107422
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:54.352 +08:00,23.690683
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:54.352 +08:00,-15.584492
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:54.352 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:54.352 +08:00,-13.628471
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:54.352 +08:00,-16.134258
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:54.352 +08:00,-14.29398
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:54.352 +08:00,23.394098
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:54.352 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:54.352 +08:00,47.118053
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:46:55.062 +08:00,26.263
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:46:55.062 +08:00,21.375214
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:46:55.062 +08:00,42.415863
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:46:55.102 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:46:55.102 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:46:55.102 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:46:55.102 +08:00,40.5
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:46:55.102 +08:00,40.1
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:55.102 +08:00,50.06
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:46:55.102 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:46:55.102 +08:00,51.28174
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:55.102 +08:00,4.102539
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:46:55.102 +08:00,3.6362123
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:55.615 +08:00,-13.628471
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:55.615 +08:00,37.883392
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:55.615 +08:00,-15.584492
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:55.615 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:55.615 +08:00,23.603878
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:55.615 +08:00,-14.29398
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:55.615 +08:00,23.394098
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:55.615 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:55.615 +08:00,47.118053
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:46:56.060 +08:00,42.55008
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:46:56.060 +08:00,21.311249
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:46:56.060 +08:00,25.1456
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:46:56.110 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:46:56.110 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:46:56.110 +08:00,40.55
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:46:56.110 +08:00,3.517868
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:56.110 +08:00,50.06
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:46:56.110 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:56.110 +08:00,4.105957
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:46:56.110 +08:00,51.324463
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:46:56.110 +08:00,40.1
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:46:56.110 +08:00,51.308002
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:56.467 +08:00,-15.584492
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:56.467 +08:00,37.984665
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:56.467 +08:00,-13.6429405
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:56.467 +08:00,23.34346
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:56.467 +08:00,-14.29398
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:56.467 +08:00,23.690683
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:56.467 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:56.467 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:56.467 +08:00,47.12963
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:46:57.065 +08:00,23.676361
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:46:57.065 +08:00,26.454529
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:46:57.065 +08:00,21.279266
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:46:57.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:46:57.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:46:57.122 +08:00,3.5474539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:46:57.122 +08:00,51.28784
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:57.122 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:57.122 +08:00,4.1030273
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:46:57.122 +08:00,40.16
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:46:57.122 +08:00,40.5
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:46:57.122 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:46:57.122 +08:00,51.308002
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:57.366 +08:00,-14.29398
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:57.366 +08:00,22.974537
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:57.366 +08:00,-13.6429405
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:57.366 +08:00,-15.584492
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:57.366 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:57.366 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:57.366 +08:00,23.394098
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:57.366 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:57.366 +08:00,47.233795
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:46:58.054 +08:00,21.151367
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:46:58.054 +08:00,26.135315
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:46:58.054 +08:00,23.64441
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:46:58.100 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:46:58.100 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:58.100 +08:00,50.06
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:46:58.100 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:58.100 +08:00,4.1049805
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:46:58.100 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:46:58.100 +08:00,40.55
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:46:58.100 +08:00,51.312256
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:46:58.100 +08:00,3.6362123
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:46:58.100 +08:00,40.16
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:58.391 +08:00,47.09491
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:58.391 +08:00,-14.29398
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:58.391 +08:00,-15.555553
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:58.391 +08:00,-13.6429405
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:58.391 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:58.391 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:58.391 +08:00,22.887732
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:58.391 +08:00,24.233217
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:58.391 +08:00,-15
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:46:59.072 +08:00,23.580505
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:46:59.072 +08:00,25.401031
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:46:59.072 +08:00,21.215332
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:46:59.111 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:46:59.111 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:46:59.111 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:46:59.111 +08:00,40.16
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:46:59.111 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:46:59.111 +08:00,40.61
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:46:59.111 +08:00,3.5770397
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:46:59.111 +08:00,4.104004
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:46:59.111 +08:00,51.30005
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:46:59.111 +08:00,40
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:46:59.464 +08:00,-15
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:46:59.464 +08:00,-14.308449
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:46:59.464 +08:00,37.883392
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:46:59.464 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:46:59.464 +08:00,-15.555553
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:46:59.464 +08:00,24.31279
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:46:59.464 +08:00,23.560474
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:46:59.464 +08:00,47.141205
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:46:59.464 +08:00,-13.6429405
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:47:00.060 +08:00,21.119385
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:47:00.060 +08:00,25.305267
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:47:00.060 +08:00,23.48468
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:47:00.304 +08:00,-13.628471
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:47:00.304 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:47:00.304 +08:00,23.28559
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:47:00.304 +08:00,23.191551
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:47:00.304 +08:00,-15.555553
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:47:00.304 +08:00,37.76765
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:47:00.304 +08:00,-14.308449
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:47:00.504 +08:00,47.12963
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:47:00.504 +08:00,-15
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:47:00.549 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:47:00.549 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:47:00.549 +08:00,51.28174
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:47:00.549 +08:00,4.102539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:47:00.549 +08:00,40.72
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:47:00.549 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:47:00.549 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:47:00.549 +08:00,3.5474539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:47:00.549 +08:00,40.22
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:47:00.549 +08:00,50
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:47:01.054 +08:00,23.548553
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:47:01.054 +08:00,21.215332
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:47:01.054 +08:00,25.432983
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:47:01.101 +08:00,51.31836
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:47:01.101 +08:00,4.1054688
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:47:01.101 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:47:01.101 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:47:01.101 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:47:01.101 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:47:01.101 +08:00,40.16
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:47:01.101 +08:00,3.5474539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:47:01.101 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:47:01.101 +08:00,40.61
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:47:01.373 +08:00,23.596643
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:47:01.373 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:47:01.373 +08:00,-13.6429405
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:47:01.373 +08:00,23.198786
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:47:01.373 +08:00,-15.584492
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:47:01.373 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:47:01.373 +08:00,-15
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:47:01.373 +08:00,-14.308449
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:47:01.374 +08:00,47.10648
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:47:02.059 +08:00,23.740234
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:47:02.059 +08:00,21.247284
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:47:02.059 +08:00,26.103394
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:47:02.111 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:47:02.111 +08:00,50.12
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:47:02.111 +08:00,3.5770397
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:47:02.111 +08:00,51.306152
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:47:02.111 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:47:02.111 +08:00,4.104492
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:47:02.111 +08:00,40.16
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:47:02.111 +08:00,40.61
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:47:02.111 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:47:02.111 +08:00,40
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:47:02.462 +08:00,47.141205
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:47:02.462 +08:00,-15.555553
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:47:02.462 +08:00,37.890625
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:47:02.462 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:47:02.462 +08:00,-14.308449
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-08-13 13:47:02.462 +08:00,23.791956
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:47:02.462 +08:00,-13.6429405
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-08-13 13:47:02.462 +08:00,23.003473
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-08-13 13:47:02.462 +08:00,-15
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-08-13 13:47:03.063 +08:00,25.847992
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-08-13 13:47:03.063 +08:00,21.215332
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-08-13 13:47:03.063 +08:00,23.772186
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-08-13 13:47:03.145 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-08-13 13:47:03.145 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-08-13 13:47:03.145 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-08-13 13:47:03.145 +08:00,51.33667
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-08-13 13:47:03.145 +08:00,40.16
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-08-13 13:47:03.145 +08:00,50.06
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-08-13 13:47:03.145 +08:00,40.61
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-08-13 13:47:03.145 +08:00,4.1069336
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-08-13 13:47:03.145 +08:00,3.4882812
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-08-13 13:47:03.145 +08:00,40
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-08-13 13:47:03.491 +08:00,47.1875
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-08-13 13:47:03.491 +08:00,-15.555553
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-08-13 13:47:03.491 +08:00,-16.105324
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-08-13 13:47:03.491 +08:00,-13.628471
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-08-13 13:47:03.491 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-08-13 13:47:03.491 +08:00,-14.308449
